timestamp,voltage_r,voltage_y,voltage_b,current,power_factor,active_power_kw,reactive_power_kvar,kwh_15min
2024-01-01T00:00:00Z,402.16,408.7,413.59,936.57,0.75,496.56,437.94,124.14
2024-01-01T00:15:00Z,396.6,403.45,402.92,971.89,0.7461,503.64,449.44,125.91
2024-01-01T00:30:00Z,406.58,405.13,408.23,948.71,0.7893,527.4,410.3,131.85
2024-01-01T00:45:00Z,403.96,405.32,409.39,898.16,0.7055,445.83,447.87,111.46
2024-01-01T01:00:00Z,399.85,406.44,405.57,942.69,0.7502,494.79,436.14,123.7
2024-01-01T01:15:00Z,406.66,412.03,412.3,932.33,0.7323,485.24,451.22,121.31
2024-01-01T01:30:00Z,406.16,407.8,413.26,979.96,0.7481,519.41,460.78,129.85
2024-01-01T01:45:00Z,410.88,412.7,415.68,928.38,0.7918,525.94,405.72,131.49
2024-01-01T02:00:00Z,399.93,402.08,405.23,943.64,0.7744,509.32,416.16,127.33
2024-01-01T02:15:00Z,413.5,420.0,420.0,956.1,0.7943,549.62,420.35,137.41
2024-01-01T02:30:00Z,408.75,414.38,417.15,936.97,0.7473,501.37,445.87,125.34
2024-01-01T02:45:00Z,406.31,412.54,411.84,931.7,0.7922,524.41,404.04,131.1
2024-01-01T03:00:00Z,399.97,404.69,407.46,891.41,0.7264,453.14,428.75,113.28
2024-01-01T03:15:00Z,407.03,406.57,414.38,929.19,0.7791,513.22,413.02,128.31
2024-01-01T03:30:00Z,407.75,413.3,416.16,930.63,0.7693,511.4,424.71,127.85
2024-01-01T03:45:00Z,411.64,412.02,419.1,929.71,0.7139,476.21,467.14,119.05
2024-01-01T04:00:00Z,391.26,393.4,398.38,938.9,0.7553,484.39,420.27,121.1
2024-01-01T04:15:00Z,402.8,402.52,408.69,969.85,0.7072,480.71,480.64,120.18
2024-01-01T04:30:00Z,398.96,400.07,401.19,928.13,0.7407,476.4,432.08,119.1
2024-01-01T04:45:00Z,388.59,392.34,398.92,995.53,0.7593,514.91,441.3,128.73
2024-01-01T05:00:00Z,406.07,408.07,412.21,1079.0,0.7854,600.0,472.92,150.0
2024-01-01T05:15:00Z,392.91,393.02,398.92,1083.06,0.7473,553.65,492.33,138.41
2024-01-01T05:30:00Z,405.0,409.39,410.97,1058.83,0.7207,539.83,519.34,134.96
2024-01-01T05:45:00Z,398.71,399.82,405.23,983.92,0.7522,514.39,450.57,128.6
2024-01-01T06:00:00Z,390.78,394.29,398.04,1678.29,0.6589,755.36,862.33,188.84
2024-01-01T06:15:00Z,392.0,396.31,399.66,1683.57,0.6578,759.56,869.74,189.89
2024-01-01T06:30:00Z,402.52,408.66,406.67,1467.8,0.7808,805.79,644.83,201.45
2024-01-01T06:45:00Z,407.88,406.38,408.71,1515.21,0.7733,827.27,678.4,206.82
2024-01-01T07:00:00Z,400.37,400.43,406.27,1684.05,0.7114,834.9,824.83,208.72
2024-01-01T07:15:00Z,402.39,403.7,405.12,1712.92,0.7261,869.72,823.65,217.43
2024-01-01T07:30:00Z,385.9,386.88,394.0,1491.59,0.7937,797.52,611.22,199.38
2024-01-01T07:45:00Z,402.89,409.42,411.98,1656.19,0.848,992.76,620.4,248.19
2024-01-01T08:00:00Z,380.0,380.0,380.0,1985.01,0.8998,1175.58,570.02,293.9
2024-01-01T08:15:00Z,380.0,382.65,388.7,1946.05,0.8688,1123.88,640.56,280.97
2024-01-01T08:30:00Z,389.25,390.84,389.98,1992.66,0.8663,1166.12,672.48,291.53
2024-01-01T08:45:00Z,381.67,384.47,384.56,1906.02,0.9154,1159.11,509.83,289.78
2024-01-01T09:00:00Z,383.21,387.74,390.91,1978.04,0.9224,1223.93,512.45,305.98
2024-01-01T09:15:00Z,386.96,386.1,392.68,1829.12,0.8996,1107.47,537.64,276.87
2024-01-01T09:30:00Z,392.97,393.28,395.78,1939.6,0.9229,1221.58,509.78,305.4
2024-01-01T09:45:00Z,393.16,397.28,398.33,1903.99,0.9213,1203.87,508.29,300.97
2024-01-01T10:00:00Z,393.29,400.94,401.07,1838.96,0.8621,1094.01,643.2,273.5
2024-01-01T10:15:00Z,388.42,391.69,392.19,1995.39,0.9024,1218.69,582.05,304.67
2024-01-01T10:30:00Z,381.49,384.97,387.87,1975.99,0.8975,1181.89,580.83,295.47
2024-01-01T10:45:00Z,385.33,389.4,390.59,1973.32,0.9221,1224.21,513.78,306.05
2024-01-01T11:00:00Z,386.45,387.01,389.23,1807.42,0.8639,1048.18,611.05,262.05
2024-01-01T11:15:00Z,380.0,381.44,381.37,1910.56,0.9251,1166.12,478.81,291.53
2024-01-01T11:30:00Z,386.32,390.09,392.73,1954.7,0.9292,1226.08,487.48,306.52
2024-01-01T11:45:00Z,380.2,382.07,389.21,1807.36,0.8994,1080.7,525.19,270.17
2024-01-01T12:00:00Z,384.58,388.66,390.41,1544.2,0.7891,818.66,637.24,204.66
2024-01-01T12:15:00Z,405.26,407.74,409.83,1510.35,0.7778,829.41,670.14,207.35
2024-01-01T12:30:00Z,384.93,388.6,391.78,1506.15,0.7977,808.28,611.15,202.07
2024-01-01T12:45:00Z,395.06,398.24,402.19,1510.49,0.8042,838.41,619.68,209.6
2024-01-01T13:00:00Z,386.54,390.03,394.23,2325.64,0.6809,1070.45,1151.27,267.61
2024-01-01T13:15:00Z,380.0,383.46,386.48,2308.57,0.6534,1001.43,1160.32,250.36
2024-01-01T13:30:00Z,380.0,384.91,383.91,1964.01,0.8659,1128.04,651.52,282.01
2024-01-01T13:45:00Z,381.83,382.92,389.78,1872.79,0.8973,1120.18,550.96,280.05
2024-01-01T14:00:00Z,380.0,380.0,380.27,1924.46,0.8968,1136.18,560.56,284.04
2024-01-01T14:15:00Z,383.24,387.25,387.27,1915.29,0.8901,1139.51,583.53,284.88
2024-01-01T14:30:00Z,386.59,389.26,392.59,1779.13,0.8777,1053.44,575.1,263.36
2024-01-01T14:45:00Z,403.55,404.81,407.63,1785.24,0.8807,1103.8,593.71,275.95
2024-01-01T15:00:00Z,386.39,388.13,393.34,1857.25,0.8929,1118.13,563.88,279.53
2024-01-01T15:15:00Z,380.0,380.0,380.7,1807.61,0.8635,1027.92,600.49,256.98
2024-01-01T15:30:00Z,382.73,383.65,387.55,1868.89,0.9082,1130.79,521.14,282.7
2024-01-01T15:45:00Z,394.33,394.0,400.52,1785.08,0.909,1113.8,510.55,278.45
2024-01-01T16:00:00Z,380.0,380.0,380.0,1934.79,0.8854,1127.5,591.94,281.88
2024-01-01T16:15:00Z,385.26,389.77,390.1,1961.34,0.862,1137.35,668.72,284.34
2024-01-01T16:30:00Z,387.54,390.59,395.7,1807.55,0.8917,1092.38,554.37,273.09
2024-01-01T16:45:00Z,387.59,392.96,396.31,1863.01,0.9252,1171.19,480.3,292.8
2024-01-01T17:00:00Z,381.64,387.42,390.35,1839.88,0.8966,1104.18,545.52,276.05
2024-01-01T17:15:00Z,388.8,390.03,393.45,1861.89,0.9037,1138.79,539.6,284.7
2024-01-01T17:30:00Z,390.9,389.35,395.14,1788.38,0.9154,1110.97,488.47,277.74
2024-01-01T17:45:00Z,380.51,381.32,384.38,1954.27,0.924,1195.03,494.43,298.76
2024-01-01T18:00:00Z,398.07,400.65,402.23,1747.32,0.8531,1033.58,632.08,258.4
2024-01-01T18:15:00Z,408.22,412.22,415.8,1731.02,0.8605,1063.16,629.39,265.79
2024-01-01T18:30:00Z,393.74,394.22,394.52,1782.9,0.8776,1068.21,583.5,267.05
2024-01-01T18:45:00Z,407.72,409.43,416.59,1671.18,0.8344,993.26,656.09,248.31
2024-01-01T19:00:00Z,396.44,398.72,400.04,1688.98,0.8325,970.32,645.63,242.58
2024-01-01T19:15:00Z,390.34,392.04,394.3,1712.08,0.8783,1021.6,556.06,255.4
2024-01-01T19:30:00Z,397.52,402.66,404.54,1716.86,0.8832,1054.72,559.98,263.68
2024-01-01T19:45:00Z,399.24,402.97,406.44,1670.74,0.8261,963.12,657.0,240.78
2024-01-01T20:00:00Z,391.0,392.66,395.9,1737.72,0.8228,973.71,672.59,243.43
2024-01-01T20:15:00Z,395.11,395.7,397.55,1799.04,0.8884,1096.54,566.71,274.13
2024-01-01T20:30:00Z,400.44,403.82,403.29,1794.11,0.8979,1123.07,550.69,280.77
2024-01-01T20:45:00Z,390.32,393.02,397.59,1699.26,0.8565,992.3,598.03,248.07
2024-01-01T21:00:00Z,389.19,391.72,393.19,1746.12,0.8789,1040.33,564.54,260.08
2024-01-01T21:15:00Z,380.0,380.19,382.01,1810.57,0.8811,1051.99,564.71,263.0
2024-01-01T21:30:00Z,396.05,396.87,402.07,1826.33,0.886,1116.34,584.35,279.09
2024-01-01T21:45:00Z,388.86,390.64,393.45,1808.93,0.907,1111.1,515.87,277.77
2024-01-01T22:00:00Z,387.97,394.57,395.02,1599.21,0.8971,975.34,480.43,243.83
2024-01-01T22:15:00Z,388.08,390.87,394.08,1534.34,0.8028,834.24,619.55,208.56
2024-01-01T22:30:00Z,390.0,394.78,394.63,1556.08,0.8672,918.83,527.72,229.71
2024-01-01T22:45:00Z,387.76,390.38,394.47,1485.46,0.782,786.39,626.85,196.6
2024-01-01T23:00:00Z,397.69,397.9,403.32,1214.51,0.7708,648.03,535.53,162.01
2024-01-01T23:15:00Z,401.96,404.18,407.85,1296.16,0.7791,707.77,569.55,176.94
2024-01-01T23:30:00Z,395.4,399.49,403.71,1188.19,0.74,608.46,553.04,152.12
2024-01-01T23:45:00Z,388.99,390.62,393.19,1323.74,0.7921,709.94,547.15,177.49
2024-01-02T00:00:00Z,403.21,402.15,407.82,940.43,0.7346,483.9,446.92,120.98
2024-01-02T00:15:00Z,394.65,398.02,400.6,946.17,0.7231,471.37,450.25,117.84
2024-01-02T00:30:00Z,401.45,407.31,410.5,914.12,0.7079,455.51,454.52,113.88
2024-01-02T00:45:00Z,402.46,405.25,410.25,949.48,0.7138,476.54,467.63,119.14
2024-01-02T01:00:00Z,392.55,398.18,400.52,943.82,0.7201,467.47,450.38,116.87
2024-01-02T01:15:00Z,392.54,398.35,400.46,977.09,0.7229,485.86,464.34,121.47
2024-01-02T01:30:00Z,403.61,405.29,405.17,979.55,0.7697,528.51,438.3,132.13
2024-01-02T01:45:00Z,405.33,409.94,415.24,951.95,0.7262,491.1,464.97,122.77
2024-01-02T02:00:00Z,399.47,401.94,405.62,979.55,0.7099,484.61,480.78,121.15
2024-01-02T02:15:00Z,389.54,393.11,397.96,923.37,0.7786,490.07,394.92,122.52
2024-01-02T02:30:00Z,395.32,398.19,401.21,938.05,0.7563,489.38,423.29,122.35
2024-01-02T02:45:00Z,396.54,398.86,403.85,962.62,0.7207,480.34,462.07,120.09
2024-01-02T03:00:00Z,409.63,410.78,416.91,941.58,0.7673,516.08,431.38,129.02
2024-01-02T03:15:00Z,396.04,398.33,398.54,946.08,0.7535,490.97,428.4,122.74
2024-01-02T03:30:00Z,400.08,401.74,407.43,919.96,0.7978,512.43,387.22,128.11
2024-01-02T03:45:00Z,394.01,397.17,396.75,971.74,0.7682,511.99,426.68,128.0
2024-01-02T04:00:00Z,403.99,408.2,412.69,972.78,0.7833,538.86,427.65,134.71
2024-01-02T04:15:00Z,408.88,409.62,411.3,944.38,0.7746,519.4,424.07,129.85
2024-01-02T04:30:00Z,387.41,390.75,396.81,942.8,0.792,506.55,390.45,126.64
2024-01-02T04:45:00Z,416.16,420.0,420.0,929.88,0.7932,534.95,410.65,133.74
2024-01-02T05:00:00Z,410.35,410.73,412.68,1096.8,0.7793,608.83,489.59,152.21
2024-01-02T05:15:00Z,407.09,406.9,409.91,1081.17,0.7756,592.54,482.24,148.13
2024-01-02T05:30:00Z,390.79,393.91,393.16,1057.3,0.7534,541.66,472.83,135.42
2024-01-02T05:45:00Z,407.06,412.2,413.24,1007.27,0.7831,561.28,445.76,140.32
2024-01-02T06:00:00Z,404.31,409.99,408.52,1571.02,0.6862,761.13,806.75,190.28
2024-01-02T06:15:00Z,387.14,389.73,390.6,1392.08,0.7251,680.36,646.17,170.09
2024-01-02T06:30:00Z,394.23,400.2,400.05,1327.71,0.8096,741.25,537.52,185.31
2024-01-02T06:45:00Z,400.5,402.5,407.23,1482.73,0.8158,845.18,599.2,211.29
2024-01-02T07:00:00Z,404.92,406.98,407.84,1689.81,0.697,829.39,853.34,207.35
2024-01-02T07:15:00Z,380.0,382.09,384.91,2059.39,0.6829,931.38,996.19,232.84
2024-01-02T07:30:00Z,407.17,409.42,410.09,1584.47,0.8259,926.83,632.65,231.71
2024-01-02T07:45:00Z,390.87,398.2,399.38,1574.63,0.8568,925.7,557.15,231.42
2024-01-02T08:00:00Z,380.0,380.66,383.05,1901.51,0.8796,1104.48,597.23,276.12
2024-01-02T08:15:00Z,380.0,380.65,386.84,1952.35,0.9026,1167.45,556.81,291.86
2024-01-02T08:30:00Z,395.88,399.54,399.47,1837.77,0.8927,1131.74,571.46,282.93
2024-01-02T08:45:00Z,380.0,380.27,381.88,1867.91,0.8998,1108.31,537.4,277.08
2024-01-02T09:00:00Z,381.07,382.21,386.8,1971.9,0.8727,1142.67,639.29,285.67
2024-01-02T09:15:00Z,389.39,392.33,397.87,1810.36,0.9272,1143.11,461.96,285.78
2024-01-02T09:30:00Z,385.35,392.01,390.99,1835.19,0.8663,1072.45,618.29,268.11
2024-01-02T09:45:00Z,389.54,395.22,399.0,1943.84,0.8843,1174.73,620.42,293.68
2024-01-02T10:00:00Z,394.41,394.7,395.89,1836.88,0.8726,1096.66,613.76,274.16
2024-01-02T10:15:00Z,388.34,391.51,394.07,1944.07,0.8708,1147.41,647.75,286.85
2024-01-02T10:30:00Z,380.0,380.21,380.0,1969.82,0.9248,1199.21,493.37,299.8
2024-01-02T10:45:00Z,380.0,384.01,386.35,1975.99,0.9132,1198.4,534.93,299.6
2024-01-02T11:00:00Z,380.0,380.68,383.25,1912.01,0.8712,1100.12,619.95,275.03
2024-01-02T11:15:00Z,385.71,386.58,387.0,1921.06,0.9018,1159.54,555.63,289.88
2024-01-02T11:30:00Z,388.52,391.36,393.83,1810.46,0.9188,1127.22,484.27,281.81
2024-01-02T11:45:00Z,380.0,380.06,381.85,1949.52,0.9208,1183.44,501.43,295.86
2024-01-02T12:00:00Z,387.38,391.64,397.12,1479.31,0.8371,840.85,549.56,210.21
2024-01-02T12:15:00Z,401.53,405.58,404.25,1583.16,0.8833,978.04,519.02,244.51
