timestamp,date,day_name,is_holiday,temp_c,humidity_pct,heat_index_c,P,Q,V,I,PF
2024-01-01 00:00:00,2024-01-01,Workday,False,22.44,69.9,22.56,869813.26,386193.09,10890.42,50.45,0.914
2024-01-01 00:15:00,2024-01-01,Workday,False,22.44,69.9,22.56,839927.35,405050.8,10919.09,49.31,0.901
2024-01-01 00:30:00,2024-01-01,Workday,False,22.44,69.9,22.56,807080.77,378149.45,10923.77,47.11,0.906
2024-01-01 00:45:00,2024-01-01,Workday,False,22.44,69.9,22.56,849035.12,386837.98,10902.52,49.41,0.91
2024-01-01 01:00:00,2024-01-01,Workday,False,21.14,69.4,21.12,760024.49,380335.47,10874.33,45.12,0.894
2024-01-01 01:15:00,2024-01-01,Workday,False,21.14,69.4,21.12,782705.76,376569.33,10875.57,46.11,0.901
2024-01-01 01:30:00,2024-01-01,Workday,False,21.14,69.4,21.12,771643.76,341667.69,10910.88,44.66,0.914
2024-01-01 01:45:00,2024-01-01,Workday,False,21.14,69.4,21.12,747673.72,371657.37,10896.89,44.24,0.895
2024-01-01 02:00:00,2024-01-01,Workday,False,20.89,73.8,20.96,768163.62,294715.29,10888.88,43.62,0.934
2024-01-01 02:15:00,2024-01-01,Workday,False,20.89,73.8,20.96,779780.44,354661.56,10881.14,45.45,0.91
2024-01-01 02:30:00,2024-01-01,Workday,False,20.89,73.8,20.96,805147.99,365671.85,10889.67,46.88,0.91
2024-01-01 02:45:00,2024-01-01,Workday,False,20.89,73.8,20.96,805794.36,360549.73,10870.4,46.89,0.913
2024-01-01 03:00:00,2024-01-01,Workday,False,19.77,74.9,19.76,810476.21,359690.21,10924.68,46.86,0.914
2024-01-01 03:15:00,2024-01-01,Workday,False,19.77,74.9,19.76,761901.76,383189.75,10882.04,45.25,0.893
2024-01-01 03:30:00,2024-01-01,Workday,False,19.77,74.9,19.76,771945.95,344132.38,10926.88,44.66,0.913
2024-01-01 03:45:00,2024-01-01,Workday,False,19.77,74.9,19.76,772619.25,369046.14,10868.45,45.48,0.902
2024-01-01 04:00:00,2024-01-01,Workday,False,19.61,73.4,19.54,886829.05,469947.74,10877.02,53.27,0.884
