timestamp,voltage_r,voltage_y,voltage_b,current,power_factor,active_power_kw,reactive_power_kvar,kwh_15min
2024-01-01T00:00:00Z,397.74,399.97,400.84,31.05,0.9147,19.65,8.69,4.91
2024-01-01T00:15:00Z,403.32,405.88,410.6,33.58,0.9,21.28,10.31,5.32
2024-01-01T00:30:00Z,399.66,401.37,404.22,36.11,0.9107,22.89,10.38,5.72
2024-01-01T00:45:00Z,391.49,397.01,399.02,40.56,0.9061,25.2,11.77,6.3
2024-01-01T01:00:00Z,398.7,398.49,401.65,31.01,0.9284,19.92,7.98,4.98
2024-01-01T01:15:00Z,393.37,395.76,397.53,34.04,0.9211,21.48,9.08,5.37
2024-01-01T01:30:00Z,402.67,407.95,410.54,24.98,0.9179,16.17,6.99,4.04
2024-01-01T01:45:00Z,407.4,410.11,415.25,30.0,0.9221,19.69,8.26,4.92
2024-01-01T02:00:00Z,408.93,410.03,412.07,25.43,0.9039,16.34,7.73,4.08
2024-01-01T02:15:00Z,406.08,411.81,415.56,33.89,0.9,21.72,10.52,5.43
2024-01-01T02:30:00Z,392.79,394.88,398.25,35.27,0.9,21.74,10.53,5.43
2024-01-01T02:45:00Z,402.19,408.22,410.77,34.91,0.9051,22.28,10.47,5.57
2024-01-01T03:00:00Z,394.24,397.58,399.58,27.58,0.9352,17.74,6.72,4.44
2024-01-01T03:15:00Z,412.89,416.69,419.78,25.01,0.9073,16.37,7.59,4.09
2024-01-01T03:30:00Z,393.43,397.2,402.13,28.72,0.9054,17.9,8.39,4.48
2024-01-01T03:45:00Z,393.2,395.14,397.12,28.57,0.9063,17.72,8.27,4.43
2024-01-01T04:00:00Z,395.57,399.88,405.55,31.51,0.9171,20.04,8.71,5.01
2024-01-01T04:15:00Z,405.55,409.27,415.43,34.58,0.9,22.11,10.71,5.53
2024-01-01T04:30:00Z,405.59,408.6,412.84,29.84,0.9,19.02,9.21,4.76
2024-01-01T04:45:00Z,395.68,400.74,404.62,36.95,0.9335,23.92,9.19,5.98
2024-01-01T05:00:00Z,396.54,400.68,404.1,31.73,0.9,19.8,9.59,4.95
2024-01-01T05:15:00Z,411.03,414.95,417.14,31.27,0.9144,20.52,9.08,5.13
2024-01-01T05:30:00Z,409.0,409.25,413.07,29.92,0.9262,19.7,8.02,4.92
2024-01-01T05:45:00Z,412.3,414.29,414.69,30.91,0.9192,20.36,8.72,5.09
2024-01-01T06:00:00Z,399.15,405.87,405.97,24.86,0.9299,16.16,6.4,4.04
2024-01-01T06:15:00Z,405.84,407.42,411.51,39.09,0.9017,24.92,11.95,6.23
2024-01-01T06:30:00Z,409.63,412.27,412.85,38.64,0.9217,25.39,10.68,6.35
2024-01-01T06:45:00Z,390.25,396.35,401.6,48.24,0.903,29.88,14.21,7.47
2024-01-01T07:00:00Z,396.36,398.88,401.26,82.29,0.9126,51.87,23.25,12.97
2024-01-01T07:15:00Z,395.83,399.26,403.24,96.76,0.9,60.25,29.18,15.06
2024-01-01T07:30:00Z,400.62,405.73,410.28,76.31,0.9341,50.07,19.13,12.52
2024-01-01T07:45:00Z,394.37,399.97,400.86,107.83,0.9483,70.57,23.61,17.64
2024-01-01T08:00:00Z,392.06,395.97,396.75,116.04,0.9527,75.62,24.12,18.91
2024-01-01T08:15:00Z,402.14,403.73,408.61,145.91,0.9488,97.07,32.32,24.27
2024-01-01T08:30:00Z,400.58,403.43,407.97,156.16,0.9647,105.41,28.79,26.35
2024-01-01T08:45:00Z,404.5,406.02,406.53,175.49,0.9481,116.91,39.2,29.23
2024-01-01T09:00:00Z,386.68,388.19,393.06,247.27,0.9026,150.49,71.78,37.62
2024-01-01T09:15:00Z,385.51,389.11,389.58,234.69,0.9112,143.75,64.97,35.94
2024-01-01T09:30:00Z,392.81,396.24,399.35,245.2,0.9362,157.5,59.14,39.38
2024-01-01T09:45:00Z,392.96,393.8,400.2,248.57,0.9246,157.5,64.89,39.38
2024-01-01T10:00:00Z,387.42,390.77,391.85,255.04,0.9142,157.5,69.83,39.38
2024-01-01T10:15:00Z,380.0,380.0,383.49,255.14,0.935,157.5,59.72,39.38
2024-01-01T10:30:00Z,389.17,391.03,395.29,236.44,0.9316,149.48,58.34,37.37
2024-01-01T10:45:00Z,383.58,382.95,386.54,248.17,0.9421,155.64,55.41,38.91
2024-01-01T11:00:00Z,387.45,388.52,389.94,252.57,0.9264,157.5,64.02,39.38
2024-01-01T11:15:00Z,380.0,384.88,388.75,247.17,0.9289,152.92,60.96,38.23
2024-01-01T11:30:00Z,384.88,383.19,388.79,241.85,0.9185,148.36,63.89,37.09
2024-01-01T11:45:00Z,380.0,381.37,382.25,259.11,0.9206,157.5,66.81,39.38
2024-01-01T12:00:00Z,394.83,394.36,400.59,239.64,0.946,155.72,53.38,38.93
2024-01-01T12:15:00Z,382.96,385.86,386.32,244.58,0.9199,150.05,63.97,37.51
2024-01-01T12:30:00Z,381.75,384.23,389.78,240.98,0.9171,147.47,64.09,36.87
